,Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
615,CALCIUM FIRE DEPARTMENT,23008,SANFORD RD PO BOX 161,CALCIUM,NY,13616,23,Jefferson,3157826576.0,44.02904,-75.84522,"(44.02904, -75.84522)"
616,CAPE VINCENT FIRE DEPARTMENT,23010,214 E BROADWAY ST,CAPE VINCENT,NY,13618,23,Jefferson,3156542004.0,44.128155,-76.335544,"(44.128155, -76.335544)"
617,CARTHAGE FIRE DEPARTMENT,23011,317 S WASHINGTON ST,CARTHAGE,NY,13619,23,Jefferson,3154932346.0,43.972091999999996,-75.589751,"(43.972092, -75.589751)"
618,CHAMPION FIRE DEPT (TOWN),23012,220 COUNTY RT 47,CARTHAGE,NY,13619,23,Jefferson,3154932099.0,43.979890000000005,-75.60826999999999,"(43.97989, -75.60827)"
619,CHAUMONT FIRE DEPARTMENT,23013,PO BOX 158,CHAUMONT,NY,13622,23,Jefferson,3156492410.0,44.07332,-76.1464,"(44.07332, -76.1464)"
620,CLAYTON FIRE DEPARTMENT,23014,855 GRAVES STREET,CLAYTON,NY,13624,23,Jefferson,3156865731.0,44.232287,-76.075919,"(44.232287, -76.075919)"
621,DEFERIET FIRE DEPARTMENT,23015,101 RIVERSIDE DRIVE,DEFERIET,NY,13628,23,Jefferson,3152865623.0,43.976265000000005,-75.612224,"(43.976265, -75.612224)"
622,DEPAUVILLE FIRE DEPARTMENT,23016,15231 SCHOOL STREET,DEPAUVILLE,NY,13632,23,Jefferson,3156863795.0,44.138462,-76.066251,"(44.138462, -76.066251)"
623,DEXTER FIRE DEPARTMENT,23017,PO BOX 74,DEXTER,NY,13634,23,Jefferson,3156396271.0,43.979552000000005,-76.206734,"(43.979552, -76.206734)"
624,ELLISBURG FIRE DEPARTMENT,23019,11901 ST RTE 193,ELLISBURG,NY,13636,23,Jefferson,3158465555.0,43.73747,-76.12578,"(43.73747, -76.12578)"
625,EVANS MILLS FIRE DEPARTMENT,23020,8615 LERAY STREET,EVANS MILLS,NY,13637,23,Jefferson,3156294931.0,44.07548,-75.8184,"(44.07548, -75.8184)"
626,FELTS MILLS FIRE DEPARTMENT,23021,30743 NYS ROUTE 3,FELTS MILLS,NY,13638,23,Jefferson,3157732604.0,44.018159999999995,-75.7656,"(44.01816, -75.7656)"
627,FISHERS LANDING FIRE DEPARTMENT,23022,42038 CO RTE 195,FISHERS LANDING,NY,13641,23,Jefferson,3156862924.0,44.27738,-76.00709,"(44.27738, -76.00709)"
628,GLEN PARK FIRE DEPARTMENT,23023,630 MAIN ST,GLEN PARK,NY,13601,23,Jefferson,3157825674.0,43.999812,-75.957651,"(43.999812, -75.957651)"
629,GREAT BEND FIRE DEPARTMENT,23024,32768 NYS RTE 26,GREAT BEND,NY,13643,23,Jefferson,3154932258.0,44.033809999999995,-75.71935,"(44.03381, -75.71935)"
630,HENDERSON FIRE DEPARTMENT,23025,8939 STATE RTE 178,HENDERSON,NY,13650,23,Jefferson,3159385032.0,43.845811,-76.181167,"(43.845811, -76.181167)"
631,LA FARGEVILLE FIRE DEPT,23027,20411 SUNRISE AVE POB 121,LA FARGEVILLE,NY,13656,23,Jefferson,3156582919.0,44.19396,-75.96636,"(44.19396, -75.96636)"
632,LORRAINE FIRE DEPARTMENT,23028,20876 CO RTE 189,LORRAINE,NY,13659,23,Jefferson,3152322601.0,43.75342,-75.89153,"(43.75342, -75.89153)"
633,MANNSVILLE FIRE DEPARTMENT,23029,310 S MAIN ST PO BOX 460,MANNSVILLE,NY,13661,23,Jefferson,3154657000.0,43.71825,-76.10882,"(43.71825, -76.10882)"
634,NATURAL BRIDGE FIRE DEPARTMENT,23031,27570 HIGH STREET,NATURAL BRIDGE,NY,13665,23,Jefferson,3156449898.0,44.067669,-75.495334,"(44.067669, -75.495334)"
635,NORTHPOLE FIRE DEPARTMENT,23032,22334 US RTE 11,WATERTOWN,NY,13601,23,Jefferson,3157889020.0,44.000338,-75.900468,"(44.000338, -75.900468)"
636,OXBOW FIRE DEPARTMENT,23033,37635 CO RTE 25,ANTWERP,NY,13608-4117,23,Jefferson,3152879898.0,44.286961,-75.620892,"(44.286961, -75.620892)"
637,PAMELIA FIRE DEPARTMENT,23034,25082 CO RTE 16,EVANS MILLS,NY,13736,23,Jefferson,3156295260.0,42.313320000000004,-76.19317,"(42.31332, -76.19317)"
638,PHILADELPHIA FIRE DEPARTMENT,23035,1 ANTWERP STREET,PHILADELPHIA,NY,13673,23,Jefferson,3156425781.0,44.158676,-75.705815,"(44.158676, -75.705815)"
639,PLESSIS FIRE DEPARTMENT,23036,21691 COUNTY ROUTE 3,LA FARGEVILLE,NY,13656,23,Jefferson,3154829752.0,44.28263,-75.84181,"(44.28263, -75.84181)"
640,REDWOOD FIRE DEPARTMENT,23037,43676 STINE ROAD,REDWOOD,NY,13679,23,Jefferson,3154823962.0,44.299312,-75.800588,"(44.299312, -75.800588)"
641,RODMAN FIRE DEPARTMENT,23038,21495 COUNTY RTE 69,RODMAN,NY,13682,23,Jefferson,3152322966.0,43.83952,-75.89954,"(43.83952, -75.89954)"
642,RUTLAND FIRE DEPT (TOWN),23039,28502 STATE RT 126,BLACK RIVER,NY,13612,23,Jefferson,3157884434.0,43.98885,-75.76688,"(43.98885, -75.76688)"
643,SACKETS HARBOR FIRE DEPARTMENT,23040,112 N BROAD STREET,SACKETS HARBOR,NY,13685,23,Jefferson,3156462770.0,43.94679,-76.118219,"(43.94679, -76.118219)"
644,SMITHVILLE FIRE DEPARTMENT,23041,13727 CO RTE 63,ADAMS,NY,13605,23,Jefferson,3152324160.0,43.810759999999995,-76.02339,"(43.81076, -76.02339)"
645,THERESA FIRE DEPT,23042,LOT 8 INDIAN RIVER ESTATES,THERESA,NY,13691,23,Jefferson,3157862601.0,44.214746000000005,-75.78309399999999,"(44.214746, -75.783094)"
646,THREE MILE BAY FIRE DEPARTMENT,23044,8581 NYS RTE 12E,THREE MILE BAY,NY,13693,23,Jefferson,3156492888.0,44.022729999999996,-76.24897,"(44.02273, -76.24897)"
647,WATERTOWN FIRE DEPT (TOWN),23046,22825 COUNTY RT 67,WATERTOWN,NY,13601,23,Jefferson,3157889101.0,43.9752,-75.91171,"(43.9752, -75.91171)"
648,WATERTOWN FIRE DEPT (CITY),23047,224 S MASSEY STREET,WATERTOWN,NY,13601,23,Jefferson,3157857800.0,43.973698,-75.91869399999999,"(43.973698, -75.918694)"
649,WELLESLEY-THOUSAND IS FIRE DEPT,23048,PO BOX 1125,THOUSAND ISLAND PARK,NY,13692,23,Jefferson,3154824222.0,44.28675,-76.02673,"(44.28675, -76.02673)"
650,WEST CARTHAGE FIRE DEPARTMENT,23049,61 HIGH STREET,WEST CARTHAGE,NY,13619,23,Jefferson,3154931955.0,43.970405,-75.623047,"(43.970405, -75.623047)"
652,NEW YORK CITY FIRE DEPARTMENT,24001,9 METROTECH CENTER,BROOKLYN,NY,11201-5884,31,New York,7189992117.0,40.69384,-73.9871,"(40.69384, -73.9871)"
653,BEAVER FALLS FIRE DEPARTMENT,25001,9583 MAIN STREET,BEAVER FALLS,NY,13305,25,Lewis,3153466712.0,43.88756,-75.42520999999999,"(43.88756, -75.42521)"
654,CASTORLAND FIRE DEPARTMENT,25002,MAIN STREET PO BOX 37,CASTORLAND,NY,13620,25,Lewis,3153766212.0,43.88967,-75.43975999999999,"(43.88967, -75.43976)"
655,CONSTABLEVILLE FIRE DEPARTMENT,25003,PO BOX 348,CONSTABLEVILLE,NY,13325,25,Lewis,3153972828.0,43.562213,-75.427527,"(43.562213, -75.427527)"
656,COPENHAGEN FIRE DEPARTMENT,25004,PO BOX 364,COPENHAGEN,NY,13626,25,Lewis,3156884103.0,43.895558,-75.676997,"(43.895558, -75.676997)"
657,CROGHAN FIRE DEPARTMENT,25005,PO BOX 405,CROGHAN,NY,13327,25,Lewis,3153466164.0,43.894473,-75.390569,"(43.894473, -75.390569)"
658,GLENFIELD FIRE DEPARTMENT (3-G),25006,6042 MAIN STREET,GLENFIELD,NY,13343,25,Lewis,3153762135.0,43.706855,-75.405001,"(43.706855, -75.405001)"
659,HARRISVILLE FIRE DEPARTMENT,25007,PO BOX 51,HARRISVILLE,NY,13648,25,Lewis,3155432833.0,44.152225,-75.320459,"(44.152225, -75.320459)"
660,LOWVILLE FIRE DEPARTMENT,25008,PO BOX 81,LOWVILLE,NY,13367,25,Lewis,3153766827.0,43.79166,-75.49025999999999,"(43.79166, -75.49026)"
661,LYONS FALLS FIRE DEPARTMENT,25009,PO BOX 520,LYONS FALLS,NY,13368,25,Lewis,3153488813.0,43.616694,-75.361024,"(43.616694, -75.361024)"
663,NEW BREMEN FIRE DEPARTMENT,25011,8154 STATE ROUTE 812,LOWVILLE,NY,13367,25,Lewis,3153760364.0,43.806466,-75.476343,"(43.806466, -75.476343)"
664,PORT LEYDEN FIRE DEPARTMENT,25012,PO BOX 67,PORT LEYDEN,NY,13433,25,Lewis,3153488575.0,43.583372999999995,-75.346308,"(43.583373, -75.346308)"
665,TURIN FIRE DEPARTMENT,25013,4239 NYS RT 26,TURIN,NY,13473,25,Lewis,3153484233.0,43.56693,-75.82155,"(43.56693, -75.82155)"
666,WEST LEYDEN FIRE DEPARTMENT,25014,PO BOX 205 ROUTE 26,WEST LEYDEN,NY,13489,25,Lewis,3159425421.0,43.4823,-75.56105,"(43.4823, -75.56105)"
667,AVON FIRE DEPARTMENT,26001,74 GENESEE STREET,AVON,NY,14414,26,Livingston,5852268770.0,42.910934000000005,-77.746424,"(42.910934, -77.746424)"
668,CALEDONIA FIRE DEPARTMENT,26002,442 ARMSTRONG RD PO BOX 426,MUMFORD,NY,14511,26,Livingston,7165386130.0,42.973216,-77.855372,"(42.973216, -77.855372)"
669,CONESUS FIRE DEPARTMENT,26003,PO BOX 216,CONESUS,NY,14435,26,Livingston,5853463460.0,42.725245,-77.67378599999999,"(42.725245, -77.673786)"
670,CUYLERVILLE FIRE DEPARTMENT,26005,2949 CANANDAIGUA STREET,LEICESTER,NY,14481,26,Livingston,7163823577.0,42.777105,-77.871125,"(42.777105, -77.871125)"
671,DANSVILLE FIRE DEPARTMENT,26006,PO BOX 401,DANSVILLE,NY,14437,26,Livingston,5853357770.0,42.562069,-77.69943599999999,"(42.562069, -77.699436)"
672,EAST AVON FIRE DEPARTMENT,26007,BOX 358,AVON,NY,14414,26,Livingston,7162268207.0,42.90895,-77.73008,"(42.90895, -77.73008)"
673,GENESEO FIRE DEPARTMENT,26008,PO BOX 428,GENESEO,NY,14454,26,Livingston,7162431200.0,42.794404,-77.800585,"(42.794404, -77.800585)"
674,GROVELAND FIRE DEPARTMENT,26009,7428 ROUTE 63,GROVELAND,NY,14462,26,Livingston,5852431441.0,42.66141,-77.76671,"(42.66141, -77.76671)"
675,HEMLOCK FIRE DEPARTMENT,26010,4698 MAIN STREET BOX 101,HEMLOCK,NY,14466,26,Livingston,7163672730.0,42.77233,-77.56981999999999,"(42.77233, -77.56982)"
677,LEICESTER FIRE DEPARTMENT,26012,PO BOX 144,LEICESTER,NY,14481,26,Livingston,5855336440.0,42.761390000000006,-77.91141999999999,"(42.76139, -77.91142)"
678,LIMA FIRE DEPARTMENT,26013,PO BOX 29A,LIMA,NY,14485,26,Livingston,7165821770.0,42.90367,-77.61738199999999,"(42.90367, -77.617382)"
679,LIVONIA FIRE DEPARTMENT,26014,5 MAIN STREET PO BOX 151,LIVONIA,NY,14487,26,Livingston,7163462257.0,42.82176,-77.66757,"(42.82176, -77.66757)"
680,MT MORRIS FIRE DEPARTMENT,26015,MAIN ST  PO BOX 127,MT MORRIS,NY,14510,26,Livingston,7166583130.0,42.72331,-77.87265,"(42.72331, -77.87265)"
681,NUNDA FIRE DEPARTMENT,26016,4 SO STATE ST PO BOX 551,NUNDA,NY,14517,26,Livingston,7164682323.0,42.59102026,-77.94253671,"(42.59102026, -77.94253671)"
682,YORK FIRE DEPARTMENT,26017,2667 YORK ROAD W,YORK,NY,14592,26,Livingston,7162433344.0,42.831132000000004,-77.88203299999999,"(42.831132, -77.882033)"
683,SPARTA CENTER FIRE DEPARTMENT,26018,5610 SCOTTSBURG-GROVELND RD,SCOTTSBURG,NY,14545,26,Livingston,7163356872.0,42.618031,-77.682888,"(42.618031, -77.682888)"
684,SPRINGWATER FIRE DEPARTMENT,26019,8145 SOUTH MAIN STREET,SPRINGWATER,NY,14560,26,Livingston,5856699342.0,42.629579,-77.598537,"(42.629579, -77.598537)"
685,WEST SPARTA FIRE DEPARTMENT,26023,4451 RED SCHOOL ROAD,DANSVILLE,NY,14437,26,Livingston,7163353322.0,42.618307,-77.789748,"(42.618307, -77.789748)"
686,BRIDGEPORT FIRE DEPARTMENT,27001,PO BOX 600,BRIDGEPORT,NY,13030,27,Madison,3156339048.0,43.16727,-75.94515,"(43.16727, -75.94515)"
687,BROOKFIELD FIRE DEPARTMENT,27002,MAIN ST PO BOX 99,BROOKFIELD,NY,13314,27,Madison,3158996251.0,42.811925,-75.326185,"(42.811925, -75.326185)"
688,CANASTOTA FIRE DEPARTMENT,27003,PO BOX 81,CANASTOTA,NY,13032,27,Madison,3156972771.0,43.07812,-75.753198,"(43.07812, -75.753198)"
689,CAZENOVIA FIRE DEPARTMENT,27004,121 ALBANY STREET,CAZENOVIA,NY,13035,27,Madison,3156552834.0,42.929933,-75.850825,"(42.929933, -75.850825)"
690,CHITTENANGO FIRE DEPARTMENT,27005,417 E GENESEE ST PO BOX 356,CHITTENANGO,NY,13037,27,Madison,3156876424.0,43.049786,-75.865938,"(43.049786, -75.865938)"
691,DE RUYTER FIRE DEPARTMENT,27006,1663 CORTLAND ST PO BOX 278,DE RUYTER,NY,13052,27,Madison,3153961500.0,42.71399,-75.8827,"(42.71399, -75.8827)"
692,EARLVILLE FIRE DEPARTMENT,27007,PO BOX 37,EARLVILLE,NY,13332,27,Madison,6076744926.0,42.7459,-75.54682,"(42.7459, -75.54682)"
693,EATON FIRE DEPARTMENT,27008,PO BOX 52,EATON,NY,13334,27,Madison,3156847397.0,42.850567,-75.611237,"(42.850567, -75.611237)"
694,ERIEVILLE FIRE DEPARTMENT,27009,4085 EATONBROOK ROAD,ERIEVILLE,NY,13061,27,Madison,3156627375.0,42.851365,-75.753635,"(42.851365, -75.753635)"
695,GEORGETOWN FIRE DEPARTMENT,27010,PO BOX 215,GEORGETOWN,NY,13072,27,Madison,3158374645.0,42.76538,-75.76438,"(42.76538, -75.76438)"
696,HAMILTON FIRE DEPARTMENT,27011,121 LEBANON STREET,HAMILTON,NY,13346,27,Madison,3158242460.0,42.822507,-75.55077800000001,"(42.822507, -75.550778)"
697,HUBBARDSVILLE FIRE DEPARTMENT,27012,PO BOX 847,HUBBARDSVILLE,NY,13355,27,Madison,3156912727.0,42.814890000000005,-75.42527,"(42.81489, -75.42527)"
698,LEONARDSVILLE FIRE DEPARTMENT,27013,11306 MILL ST PO BOX 185,LEONARDSVILLE,NY,13364,27,Madison,3158554466.0,42.80859,-75.25248,"(42.80859, -75.25248)"
699,LINCOLN FIRE DEPARTMENT,27014,PO BOX 60,CLOCKVILLE,NY,13043,27,Madison,3156979809.0,43.04153,-75.74476,"(43.04153, -75.74476)"
700,MADISON FIRE DEPARTMENT,27015,PO BOX 72,MADISON,NY,13402,27,Madison,3158931893.0,42.896679999999996,-75.51198000000001,"(42.89668, -75.51198)"
701,MORRISVILLE FIRE DEPARTMENT,27016,MAIN & UNION ST PO BOX 244,MORRISVILLE,NY,13408,27,Madison,3156843214.0,42.930040000000005,-75.67398,"(42.93004, -75.67398)"
702,MUNNSVILLE FIRE DEPARTMENT,27017,5210 S MAIN ST,MUNNSVILLE,NY,13409,27,Madison,3154955401.0,42.99167,-75.584,"(42.99167, -75.584)"
703,NEW WOODSTOCK FIRE DEPARTMENT,27018,PO BOX 165 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,27,Madison,3156623661.0,42.83603,-75.86669,"(42.83603, -75.86669)"
704,NORTH BROOKFIELD FIRE DEPARTMENT,27019,9199 MAIN STREET,NORTH BROOKFIELD,NY,13418,27,Madison,3158612116.0,42.850587,-75.388952,"(42.850587, -75.388952)"
705,NORTH CHITTENANGO FIRE DEPT,27020,1699 FYLER RD PO BOX 180,CHITTENANGO,NY,13037,27,Madison,3156876529.0,43.05325,-75.86708,"(43.05325, -75.86708)"
706,ONEIDA FIRE DEPARTMENT,27021,109 N MAIN ST PO BOX 550,ONEIDA,NY,13421,27,Madison,3153631910.0,43.096586,-75.652851,"(43.096586, -75.652851)"
707,SMITHFIELD FIRE DEPARTMENT,27023,PO BOX 115,PETERBORO,NY,13134,27,Madison,3156843280.0,42.96727,-75.6856,"(42.96727, -75.6856)"
708,WAMPSVILLE FIRE DEPARTMENT,27024,NORTH COURT ST PO BOX 51,WAMPSVILLE,NY,13163,27,Madison,3153638171.0,43.08229,-75.70765,"(43.08229, -75.70765)"
709,BARNARD FIRE DEPARTMENT,28001,3084 DEWEY AVENUE,ROCHESTER,NY,14616,28,Monroe,5856631113.0,43.225629,-77.643327,"(43.225629, -77.643327)"
710,BRIGHTON FIRE DEPARTMENT,28003,3100 EAST AVENUE,ROCHESTER,NY,14610,28,Monroe,7163813200.0,43.127984999999995,-77.528444,"(43.127985, -77.528444)"
711,BROCKPORT FIRE DEPARTMENT,28004,38 MARKET STREET,BROCKPORT,NY,14420,28,Monroe,5856371030.0,43.21568,-77.93358,"(43.21568, -77.93358)"
712,BUSHNELLS BASIN FIRE DEPARTMENT,28005,661 KREAG ROAD,PITTSFORD,NY,14534,28,Monroe,7162485606.0,43.061036,-77.47605899999999,"(43.061036, -77.476059)"
713,CHILI FIRE DEPARTMENT,28006,3231 CHILI AVENUE,ROCHESTER,NY,14624,28,Monroe,7168892873.0,43.104807,-77.750744,"(43.104807, -77.750744)"
714,CHURCHVILLE FIRE DEPARTMENT,28007,25 E BUFFALO STREET,CHURCHVILLE,NY,14428,28,Monroe,7162933770.0,43.104349,-77.882417,"(43.104349, -77.882417)"
715,ROCHESTER FIRE DEPT (CITY),28008,185 EXCHANGE BLVD SUITE 660,ROCHESTER,NY,14614,28,Monroe,5854286739.0,43.151658000000005,-77.611092,"(43.151658, -77.611092)"
716,CLIFTON FIRE DEPARTMENT,28009,53 WHEATLAND CENTER ROAD,CLIFTON,NY,14431,28,Monroe,7168899636.0,43.054378,-77.814348,"(43.054378, -77.814348)"
717,EAST ROCHESTER FIRE DEPARTMENT,28011,415 MAIN STREET,EAST ROCHESTER,NY,14445,28,Monroe,5853811112.0,43.112074,-77.48557199999999,"(43.112074, -77.485572)"
718,EGYPT FIRE DEPARTMENT,28012,7478 PITTSFORD-PALMYRA ROAD,FAIRPORT,NY,14450,28,Monroe,7162231992.0,43.064534,-77.40705600000001,"(43.064534, -77.407056)"
719,FAIRPORT FIRE DEPARTMENT,28013,27 E CHURCH ST PO BOX 66124,FAIRPORT,NY,14450,28,Monroe,7162239220.0,43.098575,-77.440116,"(43.098575, -77.440116)"
720,GATES FIRE DISTRICT,28014,2355 CHILI AVENUE,ROCHESTER,NY,14624,28,Monroe,5854267932.0,43.129246,-77.695826,"(43.129246, -77.695826)"
721,RIDGE ROAD FIRE DISTRICT,28017,1299 LONG POND ROAD,ROCHESTER,NY,14626,28,Monroe,5852272123.0,43.207263,-77.696045,"(43.207263, -77.696045)"
722,HAMLIN FIRE DEPARTMENT,28018,1503 LAKE RD PO BOX 39,HAMLIN,NY,14464,28,Monroe,7169642330.0,43.301674,-77.92104599999999,"(43.301674, -77.921046)"
723,HENRIETTA FIRE DEPARTMENT,28019,850 BAILEY ROAD,WEST HENRIETTA,NY,14586,28,Monroe,7163341234.0,43.072675,-77.648556,"(43.072675, -77.648556)"
724,HILTON FIRE DEPARTMENT,28020,120 OLD HOJACK LANE,HILTON,NY,14468,28,Monroe,7163928601.0,43.285365999999996,-77.79154799999999,"(43.285366, -77.791548)"
725,HONEOYE FALLS FIRE DEPARTMENT,28021,7 MONROE STREET,HONEOYE FALLS,NY,14472,28,Monroe,7166241100.0,42.953154999999995,-77.591291,"(42.953155, -77.591291)"
726,LAKE SHORE FIRE DEPARTMENT,28023,1 LONG POND ROAD,ROCHESTER,NY,14612,28,Monroe,5857238425.0,43.290878,-77.67325100000001,"(43.290878, -77.673251)"
727,LAURELTON FIRE DEPARTMENT,28024,405 EMPIRE BLVD,ROCHESTER,NY,14609,28,Monroe,7164828584.0,43.176699,-77.545902,"(43.176699, -77.545902)"
728,MENDON FIRE DEPARTMENT,28025,101 MENDON-IONIA RD POB 184,MENDON,NY,14506,28,Monroe,7166241738.0,42.957440000000005,-77.59881999999999,"(42.95744, -77.59882)"
730,MUMFORD FIRE DEPARTMENT,28027,1013 MAIN STREET PO BOX 477,MUMFORD,NY,14511,28,Monroe,7165382330.0,42.992798,-77.860811,"(42.992798, -77.860811)"
731,NORTH GREECE FIRE DEPARTMENT,28028,1766 LATTA ROAD,ROCHESTER,NY,14612,28,Monroe,5858652887.0,43.252955,-77.658923,"(43.252955, -77.658923)"
732,PENFIELD FIRE DEPARTMENT,28029,1838 PENFIELD ROAD,PENFIELD,NY,14526,28,Monroe,5855862413.0,43.130545,-77.474568,"(43.130545, -77.474568)"
733,PITTSFORD FIRE DEPARTMENT,28030,8 MONROE AVENUE,PITTSFORD,NY,14534,28,Monroe,7165868967.0,43.091171,-77.51606,"(43.091171, -77.51606)"
734,POINT PLEASANT FIRE DEPARTMENT,28031,55 EWER AVENUE,ROCHESTER,NY,14622,28,Monroe,7163232200.0,43.223464,-77.543058,"(43.223464, -77.543058)"
735,RIDGE-CULVER FIRE DEPARTMENT,28032,2960 CULVER ROAD,ROCHESTER,NY,14622,28,Monroe,5854672277.0,43.202314,-77.561711,"(43.202314, -77.561711)"
736,RUSH FIRE DEPARTMENT,28035,1971 RUSH-MENDON ROAD,RUSH,NY,14543,28,Monroe,7165332058.0,42.995756,-77.64288,"(42.995756, -77.64288)"
737,ST PAUL BOULEVARD FIRE DEPT,28036,433 COOPER ROAD,ROCHESTER,NY,14617,28,Monroe,7162664645.0,43.219215000000005,-77.598759,"(43.219215, -77.598759)"
738,SCOTTSVILLE FIRE DEPARTMENT,28037,PO BOX 10,SCOTTSVILLE,NY,14546,28,Monroe,5858891900.0,43.014585,-77.766101,"(43.014585, -77.766101)"
739,SEA BREEZE FIRE DEPARTMENT,28038,4657 CULVER ROAD,ROCHESTER,NY,14622,28,Monroe,7163231040.0,43.233956,-77.54391700000001,"(43.233956, -77.543917)"
740,SPENCERPORT FIRE DEPARTMENT,28039,175 LYELL AVENUE,SPENCERPORT,NY,14559,28,Monroe,7163526115.0,43.186170000000004,-77.80389,"(43.18617, -77.80389)"
741,WALKER FIRE DEPARTMENT,28041,1420 WALKER LAKE ONT ROAD,HILTON,NY,14468,28,Monroe,7169643692.0,43.299893,-77.85954100000001,"(43.299893, -77.859541)"
742,WEBSTER FIRE DEPARTMENT,28042,35 SOUTH AVENUE,WEBSTER,NY,14580,28,Monroe,7162653650.0,43.21112,-77.43039,"(43.21112, -77.43039)"
743,WEST BRIGHTON FIRE DEPARTMENT,28043,2695 W HENRIETTA ROAD,ROCHESTER,NY,14623,28,Monroe,7164241414.0,43.09773,-77.631213,"(43.09773, -77.631213)"
744,WEST WEBSTER FIRE DEPARTMENT,28045,1051 GRAVEL ROAD,WEBSTER,NY,14580,28,Monroe,5856713211.0,43.203544,-77.49684599999999,"(43.203544, -77.496846)"
745,AMSTERDAM FIRE DEPARTMENT,29001,GUY PARK AVENUE EXTENSION,AMSTERDAM,NY,12010,29,Montgomery,5188431312.0,42.953559999999996,-74.17751,"(42.95356, -74.17751)"
746,AMES FIRE DEPARTMENT,29002,200 BECKER ROAD,CANAJOHARIE,NY,13317,29,Montgomery,5186733044.0,42.837309999999995,-74.60146,"(42.83731, -74.60146)"
747,BURTONSVILLE FIRE DEPARTMENT,29003,1231 ESPERANCE ROAD,ESPERANCE,NY,12066,29,Montgomery,5188956815.0,42.80508,-74.259445,"(42.80508, -74.259445)"
748,CANAJOHARIE FIRE DEPARTMENT,29004,PO BOX 28,CANAJOHARIE,NY,13317,29,Montgomery,5186733812.0,42.906534,-74.575124,"(42.906534, -74.575124)"
749,CHARLESTON FIRE DEPARTMENT,29005,222 SULLIVAN ROAD,ESPERANCE,NY,12066,29,Montgomery,5189226706.0,42.802994,-74.40089,"(42.802994, -74.40089)"
750,CRANESVILLE FIRE DEPARTMENT,29006,167 RIVERVIEW ROADE,AMSTERDAM,NY,12010,29,Montgomery,5186270008.0,42.916095,-74.12826700000001,"(42.916095, -74.128267)"
751,FORT HUNTER FIRE DEPARTMENT,29008,PO BOX 181,FORT HUNTER,NY,12069,29,Montgomery,5188297300.0,42.951,-74.29108000000001,"(42.951, -74.29108)"
752,FORT JOHNSON FIRE DEPARTMENT,29009,2 PROSPECT STREET,FORT JOHNSON,NY,12070,29,Montgomery,5188431269.0,42.957528,-74.239532,"(42.957528, -74.239532)"
753,FORT PLAIN FIRE DEPARTMENT,29010,168 CANAL STREET,FORT PLAIN,NY,13339,29,Montgomery,5189934271.0,42.93363,-74.624674,"(42.93363, -74.624674)"
754,FULTONVILLE FIRE DEPARTMENT,29011,PO BOX 241,FULTONVILLE,NY,12072,29,Montgomery,5188534522.0,42.946385,-74.36918299999999,"(42.946385, -74.369183)"
756,GLEN FIRE DEPARTMENT,29013,134 AURIESVILLE RD,FULTONVILLE,NY,12072,29,Montgomery,5189226422.0,42.896503,-74.3429,"(42.896503, -74.3429)"
757,HAGAMAN FIRE DEPARTMENT,29014,21 HAGAMAN AVE,HAGAMAN,NY,12086,29,Montgomery,5188423641.0,42.974808,-74.151241,"(42.974808, -74.151241)"
758,RURAL GROVE FIRE DEPARTMENT,29015,PO BOX 219,SPRAKERS,NY,12166,29,Montgomery,5189229981.0,42.82867,-74.43507,"(42.82867, -74.43507)"
759,ST JOHNSVILLE FIRE DEPARTMENT,29016,6 W MAIN STREET,ST JOHNSVILLE,NY,13452,29,Montgomery,5185682121.0,42.998913,-74.679202,"(42.998913, -74.679202)"
760,SOUTH MINDEN FIRE DEPARTMENT,29017,1029 STATE HIGHWAY 163,FORT PLAIN,NY,13339,29,Montgomery,5189932093.0,42.928979999999996,-74.6361,"(42.92898, -74.6361)"
761,TOWN OF MOHAWK FIRE DEPARTMENT,29018,2553 STATE HIGHWAY 30A,FONDA,NY,12068,29,Montgomery,5188534213.0,42.966619,-74.38798299999999,"(42.966619, -74.387983)"
763,ALBERTSON FIRE DEPARTMENT,30001,100 I U WILLETS ROAD,ALBERTSON,NY,11507,30,Nassau,5162487182.0,40.770362,-73.652689,"(40.770362, -73.652689)"
764,BALDWIN FIRE DEPARTMENT,30002,2386 GRAND AVENUE,BALDWIN,NY,11510,30,Nassau,5162236858.0,40.652879,-73.61139200000001,"(40.652879, -73.611392)"
765,BAYVILLE FIRE DEPARTMENT,30003,258 BAYVILLE AVENUE,BAYVILLE,NY,11709,30,Nassau,5166281922.0,40.907197,-73.550439,"(40.907197, -73.550439)"
766,BELLEROSE FIRE DEPARTMENT,30004,50 SUPERIOR ROAD,BELLEROSE VILLAGE,NY,11001,30,Nassau,5163548419.0,40.722718,-73.71637700000001,"(40.722718, -73.716377)"
767,BELLEROSE TERRACE FIRE DEPT,30005,PO BOX 725,FLORAL PARK,NY,11001,30,Nassau,5163548419.0,40.72508,-73.70817,"(40.72508, -73.70817)"
768,BELLMORE FIRE DEPARTMENT,30006,230 PETTIT AVENUE,BELLMORE,NY,11710,30,Nassau,5167812384.0,40.667379,-73.530784,"(40.667379, -73.530784)"
